,No.,year,Name,Age,Team,Position
1119,135,2016,Antonio Valencia,31,Man Utd,Defender
1120,651,2016,Idrissa Gueye,26,Everton,Midfielder
1121,486,2016,Eric Bailly,22,Man Utd,Defender
1122,1226,2016,N'Golo Kante,25,Chelsea,Midfielder
1123,1668,2016,Victor Wanyama,25,Tottenham,Midfielder
1124,333,2016,Daley Blind,26,Man Utd,Defender
1125,1666,2016,Victor Moses,25,Chelsea,Midfielder
1126,973,2016,Kyle Walker,26,Tottenham,Defender
1127,1351,2016,Phil Jones,24,Man Utd,Defender
1128,260,2016,Cesar Azpilicueta,27,Chelsea,Defender
1129,1235,2016,Nathan Ake,21,Bournemouth,Defender
1130,1201,2016,Mile Jedinak,32,Crystal Palace,Midfielder
1131,1716,2016,Yannick Bolasie,27,Everton,Forward
1132,1220,2016,Mousa Dembele,29,Tottenham,Midfielder
1133,1554,2016,Steve Cook,25,Bournemouth,Defender
1134,1720,2016,Yaya Toure,33,Man City,Midfielder
1135,1671,2016,Vincent Kompany,30,Man City,Defender
1136,524,2016,Fernandinho,31,Man City,Midfielder
1137,1085,2016,Marcos Rojo,26,Man Utd,Defender
1138,376,2016,David Luiz,29,Chelsea,Defender
1139,1431,2016,Ross Barkley,22,Everton,Midfielder
1140,1299,2016,Oriol Romeu,24,Southampton,Midfielder
1141,173,2016,Ben Mee,26,Burnley,Defender
1142,1540,2016,Son Heung-Min,24,Tottenham,Forward
1143,145,2016,Arthur Masuaku,22,West Ham,Defender
1144,1350,2016,Phil Jagielka,34,Everton,Defender
1145,1335,2016,Pedro,29,Chelsea,Forward
1146,1184,2016,Michael Keane,23,Burnley,Defender
1147,400,2016,Dejan Lovren,27,Liverpool,Defender
1148,1493,2016,Seamus Coleman,27,Everton,Defender
1149,166,2016,Ben Davies,23,Tottenham,Defender
1150,565,2016,Gareth McAuley,36,WBA,Defender
1151,1070,2016,Manuel Lanzini,23,West Ham,Midfielder
1152,574,2016,Geoff Cameron,31,Stoke,Defender
1153,803,2016,Joel Matip,25,Liverpool,Defender
1154,22,2016,Adam Lallana,28,Liverpool,Midfielder
1155,1064,2016,Mamadou Sakho,26,Crystal Palace,Defender
1156,881,2016,Joshua King,24,Bournemouth,Forward
1157,623,2016,Harry Maguire,23,Hull,Defender
1158,1707,2016,Winston Reid,28,West Ham,Defender
1159,566,2016,Gary Cahill,30,Chelsea,Defender
1160,114,2016,Andros Townsend,25,Crystal Palace,Midfielder
1161,1480,2016,Santi Cazorla,31,Arsenal,Midfielder
1162,1000,2016,Leroy Sane,20,Man City,Forward
1163,481,2016,Emre Can,22,Liverpool,Midfielder
1164,1366,2016,Raheem Sterling,21,Man City,Forward
1165,242,2016,Calum Chambers,21,Middlesbrough,Defender
1166,261,2016,Cesc Fabregas,29,Chelsea,Midfielder
1167,845,2016,Jordan Pickford,22,Sunderland,Goalkeeper
1168,289,2016,Christian Fuchs,30,Leicester,Defender
1169,150,2016,Ashley Williams,32,Everton,Defender
1170,655,2016,Ilkay Gundogan,25,Man City,Midfielder
1171,274,2016,Cheikhou Kouyate,26,West Ham,Midfielder
1172,29,2016,Adama Traore,20,Middlesbrough,Forward
1173,249,2016,Carl Jenkinson,24,Arsenal,Defender
1174,1141,2016,Matt Phillips,25,WBA,Midfielder
1175,1149,2016,Matthew Lowton,27,Burnley,Defender
1176,1217,2016,Morgan Schneiderlin,26,Everton,Midfielder
1177,1318,2016,Papy Djilobodji,27,Sunderland,Defender
1178,1169,2016,Maya Yoshida,28,Southampton,Defender
1179,1615,2016,Toby Alderweireld,27,Tottenham,Defender
1180,1259,2016,Nemanja Matic,28,Chelsea,Midfielder
1181,63,2016,Alex Oxlade Chamberlain,23,Arsenal,Midfielder
1182,806,2016,Joel Robles,26,Everton,Goalkeeper
1183,491,2016,Erik Lamela,24,Tottenham,Midfielder
1184,951,2016,Kieran Gibbs,26,Arsenal,Defender
1185,578,2016,George Friend,28,Middlesbrough,Defender
1186,891,2016,Juan Mata,28,Man Utd,Midfielder
1187,990,2016,Leighton Baines,31,Everton,Defender
1188,560,2016,Gael Clichy,31,Man City,Defender
1189,1595,2016,Theo Walcott,27,Arsenal,Forward
1190,1405,2016,Rob Holding,20,Arsenal,Defender
1191,526,2016,Fernando Llorente,31,Swansea,Forward
1192,229,2016,Bryan Oviedo,26,Sunderland,Defender
1193,75,2016,Alfie Mawson,22,Swansea,Defender
1194,1230,2016,Nacho Monreal,30,Arsenal,Defender
1195,1243,2016,Nathan Redmond,22,Southampton,Midfielder
1196,257,2016,Cedric Soares,24,Southampton,Defender
1197,836,2016,Jonny Evans,28,WBA,Defender
1198,1712,2016,Xherdan Shaqiri,24,Stoke,Midfielder
1199,601,2016,Granit Xhaka,23,Arsenal,Midfielder
1200,1145,2016,Matteo Darmian,26,Man Utd,Defender
1201,583,2016,Georginio Wijnaldum,25,Liverpool,Midfielder
1202,783,2016,Joe Allen,26,Stoke,Midfielder
1203,488,2016,Eric Dier,22,Tottenham,Defender
1204,1530,2016,Simon Francis,31,Bournemouth,Defender
1205,265,2016,Charlie Austin,27,Southampton,Forward
1206,1347,2016,Petr Cech,34,Arsenal,Goalkeeper
1207,132,2016,Antonio Barragan,29,Middlesbrough,Defender
1208,127,2016,Anthony Martial,20,Man Utd,Forward
1209,1074,2016,Marc Muniesa,24,Stoke,Defender
1210,320,2016,Craig Dawson,26,WBA,Defender
1211,1344,2016,Peter Crouch,35,Stoke,Forward
1212,267,2016,Charlie Daniels,29,Bournemouth,Defender
1213,862,2016,Jose Holebas,32,Watford,Defender
1214,1039,2016,Luka Milivojevic,25,Crystal Palace,Midfielder
1215,972,2016,Kyle Naughton,27,Swansea,Defender
1216,329,2016,Curtis Davies,31,Hull,Defender
1217,900,2016,Junior Stanislas,26,Bournemouth,Midfielder
1218,1404,2016,Riyad Mahrez,25,Leicester,Forward
1219,89,2016,Alvaro Negredo,31,Middlesbrough,Forward
1220,1105,2016,Marouane Fellaini,28,Man Utd,Midfielder
1221,1452,2016,Ryan Shawcross,28,Stoke,Defender
1222,1122,2016,Mason Holgate,19,Everton,Defender
1223,559,2016,Gabriel Paulista,25,Arsenal,Defender
1224,1052,2016,Luke Shaw,21,Man Utd,Defender
1225,104,2016,Andrea Ranocchia,28,Hull,Defender
1226,638,2016,Henrikh Mkhitaryan,27,Man Utd,Midfielder
1227,810,2016,Joey Barton,33,Burnley,Midfielder
1228,737,2016,Jason Puncheon,30,Crystal Palace,Midfielder
1229,280,2016,Chris Brunt,31,WBA,Midfielder
1230,156,2016,Bacary Sagna,33,Man City,Defender
1231,986,2016,Lee Grant,33,Stoke,Goalkeeper
1232,1703,2016,Willian,28,Chelsea,Forward
1233,1727,2016,Younes Kaboul,30,Watford,Defender
1234,1552,2016,Stephen Ward,31,Burnley,Defender
1235,492,2016,Erik Pieters,28,Stoke,Defender
1236,1622,2016,Tom Heaton,30,Burnley,Goalkeeper
1237,1661,2016,Victor Anichebe,28,Sunderland,Forward
1238,705,2016,James Collins,33,West Ham,Defender
1239,520,2016,Federico Fernandez,27,Swansea,Defender
1240,861,2016,Jose Fonte,32,West Ham,Defender
1241,1338,2016,Pedro Obiang,24,West Ham,Midfielder
1242,194,2016,Billy Jones,29,Sunderland,Defender
1243,954,2016,Kieran Trippier,25,Tottenham,Defender
1244,1445,2016,Ryan Bertrand,27,Southampton,Defender
1245,940,2016,Kevin Mirallas,28,Everton,Midfielder
1246,35,2016,Adrian Mariappa,29,Watford,Defender
1247,1642,2016,Troy Deeney,28,Watford,Forward
1248,226,2016,Bruno Martins Indi,24,Stoke,Defender
1249,498,2016,Etienne Capoue,28,Watford,Midfielder
1250,999,2016,Leroy Fer,26,Swansea,Midfielder
1251,918,2016,Kasper Schmeichel,29,Leicester,Goalkeeper
1252,571,2016,Gaston Ramirez,25,Middlesbrough,Midfielder
1253,25,2016,Adam Smith,25,Bournemouth,Defender
1254,1468,2016,Sam Vokes,26,Burnley,Forward
1255,1071,2016,Marc Albrighton,26,Leicester,Midfielder
1256,564,2016,Gareth Barry,35,Everton,Midfielder
1257,188,2016,Bernardo Espinosa,27,Middlesbrough,Defender
1258,1100,2016,Marko Arnautovic,27,Stoke,Forward
1259,217,2016,Brendan Galloway,20,WBA,Defender
1260,151,2016,Ashley Young,31,Man Utd,Defender
1261,725,2016,Jamie Vardy,29,Leicester,Forward
1262,169,2016,Ben Gibson,23,Middlesbrough,Defender
1263,672,2016,Jack Butland,23,Stoke,Goalkeeper
1264,510,2016,Fabio,26,Middlesbrough,Defender
1265,808,2016,Joel Ward,26,Crystal Palace,Defender
1266,1371,2016,Ramiro Funes Mori,25,Everton,Defender
1267,634,2016,Hector Bellerin,21,Arsenal,Defender
1268,1291,2016,Olivier Giroud,29,Arsenal,Forward
1269,1409,2016,Robert Huth,32,Leicester,Defender
1270,684,2016,Jack Wilshere,24,Bournemouth,Midfielder
1271,1682,2016,Wayne Rooney,30,Man Utd,Forward
1272,822,2016,Jon Flanagan,23,Burnley,Defender
1273,1143,2016,Matt Targett,20,Southampton,Defender
1274,1247,2016,Nathaniel Clyne,25,Liverpool,Defender
1275,544,2016,Francis Coquelin,25,Arsenal,Midfielder
1276,754,2016,Jeffrey Schlupp,23,Crystal Palace,Midfielder
1277,17,2016,Adam Clayton,27,Middlesbrough,Midfielder
1278,980,2016,Lazar Markovic,22,Hull,Midfielder
1279,592,2016,Glen Johnson,32,Stoke,Defender
1280,639,2016,Heurelho Gomes,35,Watford,Goalkeeper
1281,1358,2016,Pierre-Emile Hoejbjerg,21,Southampton,Midfielder
1282,355,2016,Danny Drinkwater,26,Leicester,Midfielder
1283,642,2016,Hugo Lloris,29,Tottenham,Goalkeeper
1284,683,2016,Jack Stephens,22,Southampton,Defender
1285,1725,2016,Yohan Cabaye,30,Crystal Palace,Midfielder
1286,805,2016,Joel Pereira,20,Man Utd,Goalkeeper
1287,1076,2016,Marc Pugh,29,Bournemouth,Midfielder
1288,1564,2016,Steven Defour,28,Burnley,Midfielder
1289,83,2016,Allan-Romeo Nyom,28,WBA,Defender
1290,318,2016,Costel Pantilimon,29,Watford,Goalkeeper
1291,937,2016,Kevin Long,26,Burnley,Defender
1292,718,2016,James Tomkins,27,Crystal Palace,Defender
1293,345,2016,Daniel Ayala,25,Middlesbrough,Defender
1294,1406,2016,Robert Brady,24,Burnley,Midfielder
1295,1619,2016,Tom Carroll,24,Swansea,Midfielder
1296,1487,2016,Scott Dann,29,Crystal Palace,Defender
1297,1724,2016,Yohan Benalouane,29,Leicester,Defender
1298,1193,2016,Miguel Britos,31,Watford,Defender
1299,1158,2016,Mauro Zarate,29,Watford,Forward
1300,975,2016,Lamine Kone,27,Sunderland,Defender
1301,1057,2016,M'Baye Niang,21,Watford,Forward
1302,1115,2016,Martin Olsson,28,Swansea,Defender
1303,1535,2016,Sofiane Boufal,22,Southampton,Forward
1304,819,2016,John Stones,22,Man City,Defender
1305,1316,2016,Pape Souare,26,Crystal Palace,Defender
1306,1598,2016,Thibaut Courtois,24,Chelsea,Goalkeeper
1307,1005,2016,Lewis Cook,19,Bournemouth,Midfielder
1308,299,2016,Claudio Yacob,29,WBA,Midfielder
1309,284,2016,Chris Smalling,26,Man Utd,Defender
1310,444,2016,Dusan Tadic,27,Southampton,Forward
1311,1313,2016,Pablo Zabaleta,31,Man City,Defender
1312,7,2016,Aaron Ramsey,25,Arsenal,Midfielder
1313,1341,2016,Per Mertesacker,31,Arsenal,Defender
1314,359,2016,Danny Simpson,29,Leicester,Defender
1315,1531,2016,Simon Mignolet,28,Liverpool,Goalkeeper
1316,621,2016,Harry Arter,26,Bournemouth,Midfielder
1317,58,2016,Alex Iwobi,20,Arsenal,Forward
1318,1447,2016,Ryan Fraser,22,Bournemouth,Midfielder
1319,122,2016,Angelo Ogbonna,28,West Ham,Defender
1320,1044,2016,Lukasz Fabianski,31,Swansea,Goalkeeper
1321,264,2016,Charlie Adam,30,Stoke,Midfielder
1322,165,2016,Ben Chilwell,19,Leicester,Defender
1323,719,2016,James Ward-Prowse,21,Southampton,Midfielder
1324,1706,2016,Willy Caballero,34,Man City,Goalkeeper
1325,764,2016,Jesse Lingard,23,Man Utd,Midfielder
1326,665,2016,Islam Slimani,28,Leicester,Forward
1327,1028,2016,Lucas Leiva,29,Liverpool,Midfielder
1328,1563,2016,Steven Davis,31,Southampton,Midfielder
1329,146,2016,Artur Boruc,36,Bournemouth,Goalkeeper
1330,1177,2016,Michael Carrick,35,Man Utd,Midfielder
1331,1365,2016,Ragnar Klavan,30,Liverpool,Defender
1332,1621,2016,Tom Davies,18,Everton,Midfielder
1333,117,2016,Andy Robertson,22,Hull,Defender
1334,1229,2016,Nacer Chadli,27,WBA,Midfielder
1335,1461,2016,Sam Clucas,25,Hull,Midfielder
1336,841,2016,Jordan Ayew,24,Swansea,Forward
1337,353,2016,Daniel Sturridge,26,Liverpool,Forward
1338,710,2016,James McArthur,28,Crystal Palace,Midfielder
1339,1667,2016,Victor Valdes,34,Middlesbrough,Goalkeeper
1340,1108,2016,Martin Caceres,29,Southampton,Defender
1341,34,2016,Adrian,29,West Ham,Goalkeeper
1342,459,2016,Eldin Jakupovic,31,Hull,Goalkeeper
1343,1686,2016,Wes Morgan,32,Leicester,Defender
1344,474,2016,Emiliano Martinez,23,Arsenal,Goalkeeper
1345,1353,2016,Philipp Wollscheid,27,Stoke,Defender
1346,168,2016,Ben Foster,33,WBA,Goalkeeper
1347,1681,2016,Wayne Hennessey,29,Crystal Palace,Goalkeeper
1348,1300,2016,Oscar,24,Chelsea,Midfielder
1349,1458,2016,Salomon Rondon,26,WBA,Forward
1350,153,2016,Axel Tuanzebe,18,Man Utd,Defender
1351,1275,2016,Nordin Amrabat,29,Watford,Forward
1352,414,2016,Didier Ndong,22,Sunderland,Midfielder
1353,833,2016,Jonathan Walters,32,Stoke,Forward
1354,1546,2016,Stefano Okaka,27,Watford,Forward
1355,1065,2016,Mame Diouf,28,Stoke,Forward
1356,1442,2016,Ryan Allsop,24,Bournemouth,Goalkeeper
1357,1325,2016,Patrick van Aanholt,26,Crystal Palace,Defender
1358,1676,2016,Vito Mannone,28,Sunderland,Goalkeeper
1359,1107,2016,Marten de Roon,25,Middlesbrough,Midfielder
1360,1499,2016,Sebastian Prodl,29,Watford,Defender
1361,475,2016,Emilio Nsue,26,Middlesbrough,Defender
1362,680,2016,Jack Rodwell,25,Sunderland,Midfielder
1363,319,2016,Craig Cathcart,27,Watford,Defender
1364,1414,2016,Roberto Pereyra,25,Watford,Midfielder
1365,147,2016,Ashley Barnes,26,Burnley,Forward
1366,1178,2016,Michael Dawson,32,Hull,Defender
1367,19,2016,Adam Forshaw,24,Middlesbrough,Midfielder
1368,116,2016,Andy King,27,Leicester,Midfielder
1369,1692,2016,Wilfried Bony,27,Stoke,Forward
1370,674,2016,Jack Cork,27,Swansea,Midfielder
1371,577,2016,George Boyd,30,Burnley,Midfielder
1372,368,2016,Darren Randolph,29,West Ham,Goalkeeper
1373,439,2016,Donald Love,21,Sunderland,Defender
1374,322,2016,Cristhian Stuani,29,Middlesbrough,Forward
1375,1490,2016,Scott McTominay,19,Man Utd,Midfielder
1376,1273,2016,Nolito,29,Man City,Forward
1377,1620,2016,Tom Cleverley,27,Watford,Midfielder
1378,594,2016,Glenn Whelan,32,Stoke,Midfielder
1379,712,2016,James McCarthy,25,Everton,Midfielder
1380,1078,2016,Marc Wilson,29,WBA,Defender
1381,96,2016,Andre Ayew,26,West Ham,Forward
1382,1089,2016,Marcus Rashford,18,Man Utd,Forward
1383,120,2016,Angel Rangel,33,Swansea,Defender
1384,811,2016,Johann Gudmundsson,25,Burnley,Midfielder
1385,760,2016,Jermain Defoe,33,Sunderland,Forward
1386,37,2016,Ahmed El Mohamady,28,Hull,Defender
1387,851,2016,Jordi Amat,24,Swansea,Defender
1388,911,2016,Kamil Grosicki,28,Hull,Midfielder
1389,339,2016,Dan Gosling,26,Bournemouth,Midfielder
1390,201,2016,Bojan,26,Stoke,Forward
1391,112,2016,Andrew Surman,30,Bournemouth,Midfielder
1392,1097,2016,Mark Noble,29,West Ham,Midfielder
1393,1573,2016,Stewart Downing,32,Middlesbrough,Midfielder
1394,361,2016,Danny Welbeck,25,Arsenal,Forward
1395,531,2016,Filip Lesniak,20,Tottenham,Midfielder
1396,386,2016,David de Gea,25,Man Utd,Goalkeeper
1397,1437,2016,Rudy Gestede,27,Middlesbrough,Forward
1398,1348,2016,Phil Bardsley,31,Stoke,Defender
1399,394,2016,Dean Marney,32,Burnley,Midfielder
1400,328,2016,Cuco Martina,26,Southampton,Defender
1401,443,2016,Duncan Watmore,22,Sunderland,Forward
1402,1066,2016,Manolo Gabbiadini,24,Southampton,Forward
1403,507,2016,Fabian Delph,26,Man City,Midfielder
1404,1205,2016,Modou Barrow,23,Swansea,Midfielder
1405,335,2016,Damien Delaney,35,Crystal Palace,Defender
1406,1460,2016,Sam Byram,22,West Ham,Defender
1407,816,2016,John O'Shea,35,Sunderland,Defender
1408,1197,2016,Mike van der Hoorn,23,Swansea,Defender
1409,741,2016,Jay Fulton,22,Swansea,Midfielder
1410,1485,2016,Scott Arfield,27,Burnley,Midfielder
1411,1659,2016,Valon Behrami,31,Watford,Midfielder
1412,18,2016,Adam Federici,31,Bournemouth,Goalkeeper
1413,371,2016,Daryl Janmaat,27,Watford,Defender
1414,1536,2016,Sofiane Feghouli,26,West Ham,Midfielder
1415,713,2016,James McClean,27,WBA,Midfielder
1416,1518,2016,Shaun Maloney,33,Hull,Forward
1417,215,2016,Branislav Ivanovic,32,Chelsea,Defender
1418,483,2016,Enner Valencia,26,Everton,Forward
1419,735,2016,Jason Denayer,21,Sunderland,Defender
1420,1207,2016,Mohamed Elneny,24,Arsenal,Midfielder
1421,511,2016,Fabio Borini,25,Sunderland,Forward
1422,312,2016,Connor Wickham,23,Crystal Palace,Forward
1423,33,2016,Adnan Januzaj,21,Sunderland,Midfielder
1424,715,2016,James Morrison,30,WBA,Midfielder
1425,76,2016,Alfred N'Diaye,26,Hull,Midfielder
1426,86,2016,Alvaro Arbeloa,33,West Ham,Defender
1427,1190,2016,Michel Vorm,32,Tottenham,Goalkeeper
1428,1058,2016,Maarten Stekelenburg,33,Everton,Goalkeeper
1429,767,2016,Jesus Navas,30,Man City,Defender
1430,1466,2016,Sam McQueen,21,Southampton,Defender
1431,1332,2016,Paul Robinson,36,Burnley,Goalkeeper
1432,585,2016,Gerard Deulofeu,22,Everton,Forward
1433,740,2016,Javier Manquillo,22,Sunderland,Defender
1434,695,2016,Jake Livermore,26,WBA,Midfielder
1435,580,2016,George Honeyman,21,Sunderland,Midfielder
1436,344,2016,Daniel Amartey,21,Leicester,Defender
1437,429,2016,Divock Origi,21,Liverpool,Forward
1438,367,2016,Darren Fletcher,32,WBA,Midfielder
1439,742,2016,Jay Rodriguez,27,Southampton,Forward
1440,1623,2016,Tom Huddlestone,29,Hull,Midfielder
1441,525,2016,Fernando,29,Man City,Midfielder
1442,751,2016,Jeff Hendrick,24,Burnley,Midfielder
1443,1112,2016,Martin Kelly,26,Crystal Palace,Defender
1444,241,2016,Callum Wilson,24,Bournemouth,Forward
1445,1523,2016,Shinji Okazaki,30,Leicester,Forward
1446,181,2016,Benik Afobe,23,Bournemouth,Forward
1447,984,2016,Lee Cattermole,28,Sunderland,Midfielder
1448,1369,2016,Ramadan Sobhi,19,Stoke,Midfielder
1449,1223,2016,Moussa Sissoko,27,Tottenham,Midfielder
1450,290,2016,Christian Kabasele,25,Watford,Defender
1451,11,2016,Abdoulaye Doucoure,23,Watford,Midfielder
1452,633,2016,Havard Nordtveit,26,West Ham,Defender
1453,1411,2016,Robert Snodgrass,28,West Ham,Midfielder
1454,206,2016,Brad Guzan,31,Middlesbrough,Goalkeeper
1455,2,2016,Aaron Cresswell,26,West Ham,Defender
1456,1150,2016,Matthew Pennington,21,Everton,Defender
1457,826,2016,Jonas Olsson,33,WBA,Defender
1458,1498,2016,Sebastian Larsson,31,Sunderland,Midfielder
1459,755,2016,Jeremain Lens,28,Sunderland,Midfielder
1460,402,2016,Demarai Gray,20,Leicester,Forward
1461,1256,2016,Neil Taylor,27,Swansea,Defender
1462,727,2016,Jan Kirchhoff,25,Sunderland,Defender
1463,420,2016,Dieumerci Mbokani,30,Hull,Forward
1464,1520,2016,Shay Given,40,Stoke,Goalkeeper
1465,995,2016,Leon Britton,33,Swansea,Midfielder
1466,1399,2016,Rickie Lambert,34,WBA,Forward
1467,28,2016,Adama Diomande,26,Hull,Forward
1468,879,2016,Josh Sims,19,Southampton,Midfielder
1469,753,2016,Jefferson Montero,26,Swansea,Midfielder
1470,792,2016,Joe Ledley,29,Crystal Palace,Midfielder
1471,99,2016,Andre Gray,25,Burnley,Forward
1472,31,2016,Ademola Lookman,18,Everton,Forward
1473,377,2016,David Marshall,31,Hull,Goalkeeper
1474,412,2016,Diafra Sakho,26,West Ham,Forward
1475,32,2016,Adlene Guedioura,30,Middlesbrough,Midfielder
1476,13,2016,Abel Hernandez,26,Hull,Forward
1477,1683,2016,Wayne Routledge,31,Swansea,Midfielder
1478,1135,2016,Mathieu Debuchy,31,Arsenal,Defender
1479,603,2016,Grant Leadbitter,30,Middlesbrough,Midfielder
1480,588,2016,Giannelli Imbula,23,Stoke,Midfielder
1481,1516,2016,Shane Long,29,Southampton,Forward
1482,855,2016,Jordy Clasie,25,Southampton,Midfielder
1483,663,2016,Isaac Success,20,Watford,Forward
1484,717,2016,James Tarkowski,23,Burnley,Defender
1485,924,2016,Kelechi Iheanacho,19,Man City,Forward
1486,380,2016,David Meyler,27,Hull,Midfielder
1487,548,2016,Fraser Forster,28,Southampton,Goalkeeper
1488,1232,2016,Nampalys Mendy,24,Leicester,Midfielder
1489,1533,2016,Simone Zaza,25,West Ham,Forward
1490,880,2016,Josh Tymon,17,Hull,Defender
1491,885,2016,Juan Camilo Zuniga,30,Watford,Defender
1492,1612,2016,Timothy Fosu-Mensah,18,Man Utd,Defender
1493,501,2016,Evandro,30,Hull,Midfielder
1494,627,2016,Harry Winks,20,Tottenham,Midfielder
1495,1669,2016,Viktor Fischer,22,Middlesbrough,Forward
1496,4,2016,Aaron Lennon,29,Everton,Midfielder
1497,1037,2016,Luis Hernandez,27,Leicester,Defender
1498,947,2016,Ki Sung-Yueng,27,Swansea,Midfielder
1499,853,2016,Jordon Ibe,20,Bournemouth,Midfielder
1500,1302,2016,Oumar Niasse,26,Hull,Forward
1501,1031,2016,Lucas Perez,27,Arsenal,Forward
1502,1279,2016,Odion Ighalo,27,Watford,Forward
1503,820,2016,John Terry,35,Chelsea,Defender
1504,1033,2016,Luciano Narsingh,25,Swansea,Forward
1505,1550,2016,Stephen Kingsley,22,Swansea,Defender
1506,1191,2016,Michy Batshuayi,22,Chelsea,Forward
1507,1026,2016,Loris Karius,23,Liverpool,Goalkeeper
1508,1471,2016,Samir Nasri,29,Man City,Midfielder
1509,1670,2016,Vincent Janssen,22,Tottenham,Forward
1510,998,2016,Leonardo Ulloa,30,Leicester,Forward
1511,596,2016,Gokhan Tore,24,West Ham,Midfielder
1512,1654,2016,Tyrone Mings,23,Bournemouth,Defender
1513,298,2016,Claudio Bravo,33,Man City,Goalkeeper
1514,758,2016,Jeremy Pied,27,Southampton,Defender
1515,369,2016,Darron Gibson,28,Sunderland,Midfielder
1516,1081,2016,Marcin Wasilewski,36,Leicester,Defender
1517,39,2016,Ahmed Musa,23,Leicester,Forward
1518,149,2016,Ashley Westwood,26,Burnley,Midfielder
1519,1680,2016,Wahbi Khazri,25,Sunderland,Forward
1520,967,2016,Kristoffer Nordfeldt,27,Swansea,Goalkeeper
1521,1449,2016,Ryan Mason,25,Hull,Midfielder
1522,620,2016,Harrison Reed,21,Southampton,Midfielder
1523,1246,2016,Nathaniel Chalobah,21,Chelsea,Midfielder
1524,47,2016,Alberto Moreno,24,Liverpool,Defender
1525,109,2016,Andrew Eleftheriou,18,Watford,Defender
1526,1569,2016,Steven Pienaar,34,Sunderland,Midfielder
1527,985,2016,Lee Chung-Yong,28,Crystal Palace,Midfielder
1528,1293,2016,Omar Elabdellaoui,24,Hull,Defender
1529,45,2016,Albert Adomah,28,Middlesbrough,Midfielder
1530,50,2016,Aleix Garcia,19,Man City,Midfielder
1531,1556,2016,Steve Mandanda,31,Crystal Palace,Goalkeeper
1532,453,2016,Edimilson Fernandes,20,West Ham,Midfielder
1533,828,2016,Jonathan Calleri,22,West Ham,Forward
1534,435,2016,Dominic Calvert-Lewin,19,Everton,Forward
1535,827,2016,Jonathan Benteke,21,Crystal Palace,Forward
1536,613,2016,Hal Robson-Kanu,27,WBA,Forward
1537,846,2016,Jordan Rhodes,26,Middlesbrough,Forward
1538,321,2016,Craig Gardner,29,WBA,Midfielder
1539,160,2016,Baily Cargill,21,Bournemouth,Defender
1540,161,2016,Bakary Sako,28,Crystal Palace,Forward
1541,968,2016,Kurt Zouma,21,Chelsea,Defender
1542,502,2016,Ezekiel Fryers,23,Crystal Palace,Defender
1543,1055,2016,Lynden Gooch,20,Sunderland,Midfielder
1544,646,2016,Ibrahim Afellay,30,Stoke,Midfielder
1545,1429,2016,Ron-Robert Zieler,27,Leicester,Goalkeeper
1546,1101,2016,Marko Grujic,20,Liverpool,Midfielder
1547,1457,2016,Saido Berahino,23,Stoke,Forward
1548,1462,2016,Sam Field,18,WBA,Midfielder
1549,1008,2016,Lewis Grabban,28,Bournemouth,Forward
1550,1025,2016,Loic Remy,29,Crystal Palace,Forward
